state,collection_date,ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total ICU Beds,Total LL,Total UL,Deaths,Negative tests,Positive Tests,Total Tests,
NM,2021-01-24,368,368,368,78.8,78.48,79.12,467,466,468,3145,2075903,169205,2245108,
NV,2021-01-24,743,743,743,78.54,78.54,78.54,946,946,946,4026,1035329,270907,2419035,
NY,2021-01-24,3806,3806,3806,70.18,70.18,70.18,5423,5423,5423,34069,29216025,1326987,30543012,
OH,2021-01-24,2853,2852,2854,70.05,70.05,70.05,4073,4073,4073,10711,7913549,864322,8777871,
OK,2021-01-24,926,926,927,86.27,86.09,86.44,1074,1073,1075,3279,2690714,373090,3063804,
OR,2021-01-24,482,481,483,62.52,62.2,62.83,771,771,771,1877,2906192,137600,3043792,
PA,2021-01-24,2935,2927,2942,77.39,76.9,77.88,3792,3788,3796,20609,3558664,803933,4362597,
RI,2021-01-24,135,135,135,87.1,87.1,87.1,155,155,155,2101,611449,111453,2410025,
SC,2021-01-24,1064,1064,1064,79.58,79.58,79.58,1337,1337,1337,6547,3566787,418325,3985112,
SD,2021-01-24,126,126,126,53.39,53.39,53.39,236,236,236,1705,290091,107148,397239,
TN,2021-01-24,1802,1800,1805,75.83,75.83,75.83,2377,2377,2377,8859,5580734,708717,6289451,
TX,2021-01-24,6930,6925,6934,89.95,89.77,90.14,7704,7698,7709,34322,14320614,2240526,16561140,
UT,2021-01-24,416,416,416,66.56,66.56,66.56,625,625,625,1595,1406188,336405,2529796,
VA,2021-01-24,1430,1430,1430,73.48,73.48,73.48,1946,1946,1946,6078,4534603,472447,5007050,
VT,2021-01-24,65,65,65,66.33,66.33,66.33,98,98,98,170,284862,11033,847983,
WA,2021-01-24,929,929,929,71.02,71.02,71.02,1308,1308,1308,4114,4073448,300198,4373646,
WI,2021-01-24,845,836,854,52.91,52.91,52.91,1597,1597,1597,6190,2474335,581377,5990470,
WV,2021-01-24,471,471,471,76.34,76.34,76.34,617,617,617,1895,1745030,115307,1860337,
WY,2021-01-24,42,38,47,33.46,17.46,49.47,127,116,138,571,167371,50898,573868,
AK,2021-01-25,74,74,74,59.2,59.2,59.2,125,125,125,259,1405360,51693,1457053,
AL,2021-01-25,1516,1516,1516,94.4,94.4,94.4,1606,1606,1606,6662,1740023,443009,2091011,
AR,2021-01-25,773,773,773,74.18,74.18,74.18,1042,1042,1042,4650,2128124,284702,2356534,
AZ,2021-01-25,1626,1626,1626,70.94,70.94,70.94,2292,2292,2292,12239,2682877,727895,6429799,
CA,2021-01-25,7640,7640,7640,89.68,89.68,89.68,8519,8519,8519,37118,37552750,3136158,40688908,
CO,2021-01-25,786,748,824,59.23,49.07,69.4,1327,1266,1388,5512,1982404,387462,5263473,
CT,2021-01-25,642,642,642,61.08,61.08,61.08,1051,1051,1051,6911,5299352,243632,5542984,
DC,2021-01-25,261,261,261,81.56,81.56,81.56,320,320,320,879,1019232,35505,1054737,
DE,2021-01-25,160,160,160,83.33,83.33,83.33,192,192,192,1049,498223,75191,1184957,
FL,2021-01-25,5274,5274,5274,82.14,82.14,82.14,6421,6421,6421,25849,8268415,1627830,18477869,
GA,2021-01-25,2530,2530,2530,92.07,92.07,92.07,2748,2748,2748,13303,5512834,722062,6234896,
HI,2021-01-25,151,151,151,66.81,66.81,66.81,226,226,226,342,920442,25903,946345,
IA,2021-01-25,436,434,437,64.71,64.71,64.71,673,673,673,4488,973263,263261,1236524,
ID,2021-01-25,193,193,193,65.2,65.2,65.2,296,296,296,1669,460862,159506,590967,
IL,2021-01-25,2102,2090,2115,60.45,59.45,61.46,3478,3469,3487,20744,14379271,1104763,15484034,
IN,2021-01-25,1446,1445,1447,66.91,66.91,66.91,2161,2161,2161,9728,2293804,613228,6761438,
KS,2021-01-25,589,586,592,73.44,72.12,74.76,802,798,806,3622,878382,269255,1147637,
KY,2021-01-25,1200,1200,1200,68.1,68.1,68.1,1762,1762,1762,3460,3177271,347836,3525107,
LA,2021-01-25,1409,1409,1409,77.5,77.5,77.5,1818,1818,1818,8590,4456714,385942,4842656,
MA,2021-01-25,1174,1173,1176,79.74,79.37,80.1,1473,1471,1475,14178,4015048,503688,13046574,
MD,2021-01-25,1012,1012,1012,76.55,76.55,76.55,1322,1322,1322,6900,2787084,343138,6758236,
ME,2021-01-25,246,245,246,74.17,74.17,74.17,331,331,331,547,1301374,37046,1338420,
MI,2021-01-25,1879,1879,1879,70.09,70.09,70.09,2681,2681,2681,15219,8544339,600093,9144432,
MN,2021-01-25,618,616,620,69.28,69.28,69.28,892,892,892,6098,2777761,455783,6071392,
MO,2021-01-25,1398,1397,1398,79.65,79.48,79.82,1754,1753,1756,6553,1749965,450414,4060435,
MS,2021-01-25,690,690,690,81.85,81.85,81.85,843,843,843,5777,1294488,265146,1559634,
MT,2021-01-25,128,128,128,60.38,60.38,60.38,212,212,212,1151,828300,91816,920116,
NC,2021-01-25,2074,2074,2074,83.09,83.09,83.09,2496,2496,2496,8720,7850615,723445,8574060,
ND,2021-01-25,119,119,119,60.1,60.1,60.1,198,198,198,1436,293889,96874,1327227,
NE,2021-01-25,356,356,356,63.01,63.01,63.01,565,565,565,1879,720000,187147,2026028,
NH,2021-01-25,152,152,152,53.52,53.52,53.52,284,284,284,990,541256,62768,1211251,
NJ,2021-01-25,1522,1522,1522,51.73,51.73,51.73,2942,2942,2942,20972,8395679,666951,9062630,
NM,2021-01-25,385,385,385,82.8,82.8,82.8,465,464,466,3157,2085370,169696,2255066,
NV,2021-01-25,756,692,820,79.29,57.7,100.87,954,871,1036,4029,1037451,271897,2427440,
NY,2021-01-25,3807,3805,3809,69.97,69.97,69.97,5441,5441,5441,34242,29423560,1338990,30762550,
OH,2021-01-25,2816,2812,2821,69.18,69.18,69.18,4071,4071,4071,10768,7945578,868656,8814234,
OK,2021-01-25,951,951,951,88.06,88.06,88.06,1080,1080,1080,3293,2690714,374853,3065567,
OR,2021-01-25,501,501,501,64.48,64.48,64.48,777,775,779,1880,2905624,138168,3043792,
PA,2021-01-25,2926,2903,2949,78.26,78.26,78.26,3739,3739,3739,20664,3569440,807867,4377307,
RI,2021-01-25,135,135,135,84.91,84.91,84.91,159,159,159,2110,612613,111754,2418019,
SC,2021-01-25,1096,1090,1103,81.77,81.77,81.77,1341,1341,1341,6552,3599689,421417,4021106,
SD,2021-01-25,125,125,125,52.74,52.74,52.74,237,237,237,1705,290341,107180,397521,
TN,2021-01-25,1817,1817,1817,76.34,76.34,76.34,2380,2380,2380,8970,5593286,710427,6303713,
TX,2021-01-25,6953,6953,6953,90,89.99,90.01,7726,7725,7726,34394,14382821,2246845,16629666,
UT,2021-01-25,402,401,404,64.4,64.4,64.4,625,625,625,1597,1408984,337264,2536306,
VA,2021-01-25,1424,1422,1425,73,73,73,1950,1950,1950,6081,4577813,478619,5056432,
VT,2021-01-25,63,63,63,64.29,64.29,64.29,98,98,98,171,286031,11165,853551,
WA,2021-01-25,966,966,967,73.67,73.67,73.67,1312,1312,1312,4114,4073448,300198,4373646,
WI,2021-01-25,854,853,854,53.61,53.45,53.77,1592,1592,1592,6199,2477588,582477,6003401,
WV,2021-01-25,490,490,490,79.29,79.29,79.29,618,618,618,1899,1749611,115839,1865450,
WY,2021-01-25,44,42,47,35.04,27.93,42.15,127,124,130,571,167371,51062,573868,
AK,2021-01-26,81,81,81,64.8,64.8,64.8,125,125,125,260,1408411,51778,1460189,
AL,2021-01-26,1512,1509,1514,93.88,93.34,94.42,1610,1606,1614,6896,1745052,445909,2097970,
AR,2021-01-26,793,793,793,75.81,75.81,75.81,1046,1046,1046,4690,2138953,287187,2368680,
AZ,2021-01-26,1658,1658,1658,72.06,72.06,72.06,2301,2301,2301,12448,2691291,732643,6462314,
CA,2021-01-26,7742,7729,7755,90.1,89.66,90.54,8592,8579,8606,37527,37857584,3153186,41010770,
CO,2021-01-26,826,784,868,62.29,51.04,73.55,1326,1259,1393,5517,1991411,388620,5279863,
CT,2021-01-26,648,648,648,61.77,61.77,61.77,1049,1049,1049,6934,5332432,244899,5577331,
DC,2021-01-26,269,269,269,82.52,82.52,82.52,326,326,326,888,1023982,35700,1059682,
DE,2021-01-26,163,163,163,84.9,84.9,84.9,192,192,192,1065,498857,75490,1192732,
FL,2021-01-26,5552,5552,5552,86.18,86.18,86.18,6442,6442,6442,26080,8292405,1637296,18566269,
GA,2021-01-26,2549,2547,2551,92.56,92.37,92.74,2754,2752,2756,13482,5543793,727752,6271545,
HI,2021-01-26,160,160,160,68.09,68.09,68.09,235,235,235,401,922724,25967,948691,
IA,2021-01-26,446,446,446,67.78,67.78,67.78,658,658,658,4492,974630,263852,1238482,
ID,2021-01-26,202,202,202,68.47,68.47,68.47,295,295,295,1681,462128,160033,592647,
IL,2021-01-26,2239,2233,2245,64.01,63.4,64.61,3498,3488,3508,20853,14444889,1108430,15553319,
IN,2021-01-26,1495,1495,1495,69.09,69.09,69.09,2164,2164,2164,9807,2297237,614946,6787227,
KS,2021-01-26,614,610,618,76.56,75.02,78.1,802,797,807,3622,878382,269255,1147637,
KY,2021-01-26,1221,1221,1221,69.3,69.3,69.3,1762,1762,1762,3495,3183592,350528,3534120,
LA,2021-01-26,1433,1433,1433,79.22,79.22,79.22,1809,1809,1809,8621,4485350,388562,4873912,
MA,2021-01-26,1200,1200,1200,82.08,82.08,82.08,1462,1462,1462,14220,4024375,506183,13096275,
MD,2021-01-26,1022,1022,1022,77.48,77.48,77.48,1319,1319,1319,6963,2793416,344620,6784162,
ME,2021-01-26,261,260,262,77.45,76.72,78.18,337,336,338,558,1305950,37708,1343658,
MI,2021-01-26,1956,1956,1956,72.53,72.53,72.53,2697,2697,2697,15305,8569233,602168,9171401,
MN,2021-01-26,639,638,640,70.76,70.76,70.76,903,903,903,6106,2777527,456490,6080904,
MO,2021-01-26,1466,1464,1467,83.74,83.74,83.74,1750,1750,1750,6686,1752532,451493,4071261,
MS,2021-01-26,701,689,713,81.04,76.37,85.71,865,848,882,5852,1294488,266598,1561086,
MT,2021-01-26,131,131,131,62.09,62.09,62.09,211,211,211,1185,830796,92160,922956,
NC,2021-01-26,2087,2087,2087,83.61,83.61,83.61,2496,2496,2496,8776,7880514,727423,8607937,
ND,2021-01-26,143,143,143,69.42,69.42,69.42,206,206,206,1440,294285,97006,1328400,
NE,2021-01-26,369,369,369,65.19,65.19,65.19,566,566,566,1894,724158,187793,2040787,
NH,2021-01-26,167,167,167,58.8,58.8,58.8,284,284,284,994,542048,63172,1215219,
NJ,2021-01-26,1550,1550,1550,52.6,52.6,52.6,2947,2947,2947,21105,8580094,671727,9251821,
NM,2021-01-26,391,391,391,83.73,83.73,83.73,467,467,467,3171,2092095,170296,2262391,
NV,2021-01-26,787,787,787,82.93,82.93,82.93,949,949,949,4088,1039968,272853,2436985,
NY,2021-01-26,3926,3926,3926,72.2,72.2,72.2,5438,5438,5438,34407,29575434,1350054,30925488,
OH,2021-01-26,2951,2951,2951,72.06,72.06,72.06,4095,4095,4095,10856,7977818,872918,8850736,
OK,2021-01-26,950,944,956,87.88,86.26,89.5,1081,1075,1087,3323,2716708,376424,3093132,
OR,2021-01-26,522,520,523,67.03,67.03,67.03,778,778,778,1882,2942807,138587,3081394,
PA,2021-01-26,3043,3043,3043,78.71,78.71,78.71,3866,3858,3874,20883,3579851,812495,4392346,
RI,2021-01-26,149,149,149,88.69,88.69,88.69,168,168,168,2126,614667,112396,2431923,
SC,2021-01-26,1126,1126,1126,83.28,83.28,83.28,1352,1352,1352,6578,3624959,423667,4048626,
SD,2021-01-26,134,132,137,56.75,56.75,56.75,237,237,237,1705,290810,107380,398190,
TN,2021-01-26,1811,1811,1811,76.06,76.06,76.06,2381,2381,2381,9162,5600560,712406,6312966,
TX,2021-01-26,7102,7099,7105,91.43,91.31,91.56,7767,7764,7771,34701,14465039,2273119,16738158,
UT,2021-01-26,421,419,423,67.36,67.36,67.36,625,625,625,1613,1412196,338675,2545013,
VA,2021-01-26,1465,1465,1465,75.21,75.21,75.21,1948,1948,1948,6174,4595985,483326,5079311,
VT,2021-01-26,72,72,72,73.47,73.47,73.47,98,98,98,171,286199,11285,858834,
WA,2021-01-26,983,982,984,74.47,74.07,74.87,1320,1317,1323,4148,4122089,302141,4424230,
WI,2021-01-26,927,927,927,58.05,58.05,58.05,1597,1597,1597,6264,2481735,584041,6020539,
WV,2021-01-26,463,463,463,74.8,74.8,74.8,619,619,619,1928,1763350,116978,1880328,
WY,2021-01-26,50,49,50,38.98,37.45,40.5,127,126,128,596,169518,51152,609573,
AK,2021-01-27,83,83,83,64.84,64.84,64.84,128,128,128,261,1415449,51951,1467400,
AL,2021-01-27,1518,1518,1518,93.88,93.88,93.88,1617,1617,1617,7172,1751068,449086,2106035,
AR,2021-01-27,813,813,813,78.17,78.17,78.17,1040,1040,1040,4742,2149071,288964,2379938,
AZ,2021-01-27,1685,1685,1685,72.82,72.77,72.87,2314,2314,2314,12643,2702143,738561,6504407,
CA,2021-01-27,7624,7590,7657,89.74,88.62,90.86,8495,8461,8529,38224,38082568,3169914,41252482,
CO,2021-01-27,838,793,882,63.11,51.16,75.07,1327,1256,1398,5552,1997031,390258,5310316,
CT,2021-01-27,674,674,674,64.37,64.37,64.37,1047,1047,1047,6976,5385967,247339,5633306,
DC,2021-01-27,272,272,272,83.69,83.69,83.69,325,325,325,895,1028464,35865,1064329,
DE,2021-01-27,166,166,166,86.01,86.01,86.01,193,193,193,1072,500582,75832,1200135,
FL,2021-01-27,5526,5526,5526,85.82,85.74,85.9,6439,6436,6442,26249,8311858,1645507,18631782,
GA,2021-01-27,2556,2555,2558,91.37,91.37,91.37,2798,2798,2798,13643,5564218,731826,6296044,
HI,2021-01-27,155,155,155,66.52,66.52,66.52,233,233,233,404,927121,26070,953191,
IA,2021-01-27,456,455,456,68.19,68.19,68.19,668,668,668,4500,976496,264583,1241079,
ID,2021-01-27,207,207,207,69.46,69.46,69.46,298,298,298,1688,464279,160592,595187,
IL,2021-01-27,2271,2263,2279,64.9,64.11,65.7,3499,3486,3512,20949,14521262,1112181,15633443,
IN,2021-01-27,1516,1515,1516,69.33,69.33,69.33,2186,2186,2186,9845,2302951,617176,6830296,
KS,2021-01-27,623,619,627,77.3,75.75,78.85,806,801,811,3718,887259,272517,1159776,
KY,2021-01-27,1227,1223,1231,69.64,69.64,69.64,1762,1762,1762,3542,3192106,352943,3545049,
LA,2021-01-27,1449,1448,1450,79.4,79.4,79.4,1825,1825,1825,8688,4515626,392416,4908042,
MA,2021-01-27,1199,1199,1199,81.23,81.23,81.23,1476,1476,1476,14304,4036752,509503,13192478,
MD,2021-01-27,1008,1008,1008,75.85,75.85,75.85,1329,1328,1330,6996,2801971,346559,6819049,
ME,2021-01-27,249,249,249,74.55,74.55,74.55,334,334,334,562,1313291,38170,1351461,
MI,2021-01-27,2019,2019,2019,77.65,77.65,77.65,2600,2600,2600,15314,8615710,604233,9219943,
MN,2021-01-27,643,640,646,72.09,72.09,72.09,892,892,892,6124,2782547,457317,6096425,
MO,2021-01-27,1464,1464,1464,82.76,82.76,82.76,1769,1769,1769,6709,1756529,452937,4086146,
MS,2021-01-27,701,686,716,81.61,75.71,87.51,859,838,880,5917,1294488,268672,1563160,
MT,2021-01-27,134,134,134,63.21,63.21,63.21,212,212,212,1201,837428,92531,929959,
NC,2021-01-27,2076,2076,2076,83.04,83.04,83.04,2500,2500,2500,8915,7923119,733010,8656129,
ND,2021-01-27,132,132,132,66.33,66.33,66.33,199,199,199,1441,294841,97160,1333029,
NE,2021-01-27,351,351,351,62.12,62.12,62.12,565,565,565,1905,726309,188122,2052707,
NH,2021-01-27,175,175,175,61.84,61.84,61.84,283,283,283,1006,543770,63563,1224489,
NJ,2021-01-27,1554,1554,1554,52.59,52.59,52.59,2955,2955,2955,21220,8618471,676537,9295008,
NM,2021-01-27,384,384,384,81.53,81.53,81.53,471,471,471,3198,2100210,171047,2271257,
NV,2021-01-27,781,780,782,81.61,81.61,81.61,957,957,957,4134,1042163,273873,2445386,
NY,2021-01-27,3913,3911,3915,72.42,71.22,73.62,5403,5365,5441,34579,29767067,1361082,31128149,
OH,2021-01-27,2979,2979,2979,72.84,72.84,72.84,4090,4090,4090,10931,7994580,878284,8872864,
OK,2021-01-27,937,937,937,86.68,86.68,86.68,1081,1081,1081,3388,2736087,379110,3115197,
OR,2021-01-27,522,522,522,65.17,65.17,65.17,801,801,801,1904,2965745,139355,3105100,
PA,2021-01-27,3048,3046,3050,81.19,81.19,81.19,3754,3754,3754,21105,3590184,818369,4408553,
RI,2021-01-27,147,144,150,90.74,90.74,90.74,162,162,162,2135,617620,113009,2451147,
SC,2021-01-27,1113,1113,1113,82.75,82.75,82.75,1345,1345,1345,6673,3644866,427231,4072097,
SD,2021-01-27,135,135,135,57.69,57.41,57.98,234,234,234,1739,291602,107608,399210,
TN,2021-01-27,1828,1828,1828,76.33,76.33,76.33,2395,2395,2395,9316,5624063,715806,6339869,
TX,2021-01-27,7068,7058,7077,90.87,90.57,91.16,7778,7772,7784,35168,14545062,2292732,16837794,
UT,2021-01-27,428,427,428,68.29,68.29,68.29,626,626,626,1620,1416799,340684,2557878,
VA,2021-01-27,1466,1466,1466,75.18,75.18,75.18,1950,1950,1950,6228,4624144,488553,5112697,
VT,2021-01-27,71,71,71,72.45,72.45,72.45,98,98,98,172,287077,11379,862821,
WA,2021-01-27,974,974,974,73.18,73.18,73.18,1331,1327,1335,4167,4143362,303482,4446844,
WI,2021-01-27,956,954,957,59.76,59.76,59.76,1599,1599,1599,6302,2486960,585600,6050119,
WV,2021-01-27,502,502,502,80.84,80.84,80.84,621,621,621,1953,1772723,117775,1890498,
WY,2021-01-27,53,53,53,42.06,42.06,42.06,126,126,126,596,171688,51368,616677,
AK,2021-01-28,87,87,87,67.97,67.97,67.97,128,128,128,262,1427699,52150,1479849,
AL,2021-01-28,1518,1518,1518,93.88,93.88,93.88,1617,1617,1617,7340,1759171,452734,2116642,
AR,2021-01-28,796,793,799,75.95,74.1,77.81,1048,1037,1059,4784,2161833,290856,2394171,
AZ,2021-01-28,1634,1634,1634,70.61,70.61,70.61,2314,2314,2314,12819,2712847,743232,6549568,
CA,2021-01-28,7706,7699,7713,89.87,89.65,90.09,8575,8568,8582,38961,38284024,3186610,41470634,
CO,2021-01-28,838,792,884,63.15,50.76,75.54,1327,1253,1401,5569,2003272,391699,5342864,
CT,2021-01-28,659,659,659,62.88,62.88,62.88,1048,1048,1048,7020,5424845,248765,5673610,
DC,2021-01-28,268,261,275,82.21,75.96,88.46,326,319,333,902,1034807,36132,1070939,
DE,2021-01-28,169,169,169,87.56,87.56,87.56,193,193,193,1075,502543,76495,1203211,
FL,2021-01-28,5540,5526,5555,85.92,85.28,86.55,6448,6434,6463,26456,8348124,1656697,18765200,
GA,2021-01-28,2556,2556,2556,91.09,91.09,91.09,2806,2806,2806,13827,5601023,737205,6338228,
HI,2021-01-28,155,154,156,68.58,68.01,69.16,226,226,226,406,932094,26169,958263,
IA,2021-01-28,472,472,472,71.3,71.3,71.3,662,661,663,4532,978673,265546,1244219,
ID,2021-01-28,204,204,204,69.15,69.15,69.15,295,295,295,1714,466155,161212,597513,
IL,2021-01-28,2216,2195,2236,63.43,61.16,65.69,3493,3456,3530,21074,14617190,1116372,15733562,
IN,2021-01-28,1482,1482,1482,68.36,68.36,68.36,2168,2168,2168,9879,2310358,619995,6884491,
KS,2021-01-28,631,627,635,78.97,77.18,80.76,799,793,805,3718,887259,272517,1159776,
KY,2021-01-28,1208,1207,1209,68.6,68.6,68.6,1761,1761,1761,3611,3205026,355877,3560903,
LA,2021-01-28,1434,1434,1434,77.64,77.64,77.64,1847,1847,1847,8743,4543875,394909,4938784,
MA,2021-01-28,1182,1181,1183,80.14,80.14,80.14,1475,1475,1475,14348,4052150,514134,13309441,
MD,2021-01-28,1008,1008,1008,75.96,75.96,75.96,1327,1327,1327,7037,2810526,348749,6865525,
ME,2021-01-28,244,243,244,73.12,73.12,73.12,333,333,333,567,1324669,38454,1363123,
MI,2021-01-28,2082,2042,2123,77.71,72.82,82.59,2680,2627,2733,15402,8664776,606488,9271264,
MN,2021-01-28,641,641,641,71.3,71.3,71.3,899,899,899,6140,2794018,458633,6138854,
MO,2021-01-28,1406,1406,1406,80.11,80.11,80.11,1755,1755,1755,6725,1761216,454573,4106829,
MS,2021-01-28,715,698,732,83.33,76.78,89.88,858,835,881,5945,1294488,270476,1564964,
MT,2021-01-28,138,138,138,65.09,65.09,65.09,212,212,212,1210,846033,92934,938967,
NC,2021-01-28,2063,2063,2063,82.19,82.19,82.19,2510,2510,2510,9046,7986237,739500,8725737,
ND,2021-01-28,125,125,125,62.81,62.81,62.81,199,199,199,1442,295310,97305,1337275,
NE,2021-01-28,352,352,352,61.32,61.32,61.32,574,574,574,1917,727526,188784,2064234,
NH,2021-01-28,185,185,185,65.37,65.37,65.37,283,283,283,1022,546487,64258,1234754,
NJ,2021-01-28,1527,1527,1527,51.99,51.99,51.99,2937,2937,2937,21301,8659748,681283,9341031,
NM,2021-01-28,382,381,383,80.68,80.07,81.28,474,472,475,3226,2114216,171719,2285935,
NV,2021-01-28,768,767,768,80.96,80.96,80.96,948,948,948,4181,1044894,274951,2456188,
NY,2021-01-28,3926,3920,3932,71.68,71.29,72.08,5477,5468,5486,34742,30004337,1374480,31378817,
OH,2021-01-28,2910,2910,2911,71.46,71.46,71.46,4073,4073,4073,11006,8037713,883716,8921429,
OK,2021-01-28,928,928,928,85.69,85.69,85.69,1083,1083,1083,3423,2750480,381430,3131910,
OR,2021-01-28,526,521,530,67.03,64.88,69.18,784,777,791,1924,2982641,140063,3122704,
PA,2021-01-28,2985,2985,2985,80.01,80.01,80.01,3731,3731,3731,21303,3600965,824405,4425370,
RI,2021-01-28,145,145,145,86.83,86.83,86.83,167,167,167,2144,620559,113754,2474030,
SC,2021-01-28,1112,1112,1112,82.68,82.68,82.68,1345,1345,1345,6903,3668025,431169,4099194,
SD,2021-01-28,136,136,136,57.38,56.8,57.96,237,236,238,1763,292275,107795,400070,
TN,2021-01-28,1808,1808,1808,75.78,75.78,75.78,2386,2386,2386,9417,5636674,717583,6354257,
TX,2021-01-28,6990,6990,6990,90.63,90.63,90.63,7713,7713,7713,35639,14638187,2310952,16949139,
UT,2021-01-28,439,439,439,70.24,70.24,70.24,625,625,625,1620,1421987,342445,2573911,
VA,2021-01-28,1490,1488,1492,76.45,76.13,76.76,1949,1946,1952,6308,4653311,493674,5146985,
VT,2021-01-28,65,65,65,66.33,66.33,66.33,98,98,98,172,288108,11523,870947,
WA,2021-01-28,988,987,989,74.74,74.34,75.13,1322,1319,1325,4211,4164926,305289,4470215,
WI,2021-01-28,936,935,937,58.54,58.54,58.54,1599,1599,1599,6334,2493144,587580,6092912,
WV,2021-01-28,502,502,502,81.1,81.1,81.1,619,619,619,1983,1787745,118562,1906307,
WY,2021-01-28,53,53,53,42.06,42.06,42.06,126,126,126,596,172077,51430,625382,
AK,2021-01-29,85,74,96,66.41,40.11,92.7,128,116,140,262,1437431,52335,1489766,
AL,2021-01-29,1467,1454,1480,91.86,91.86,91.86,1597,1597,1597,7566,1767953,455582,2127308,
AR,2021-01-29,793,790,796,76.03,73.69,78.38,1043,1030,1056,4831,2174144,292563,2407700,
AZ,2021-01-29,1676,1676,1676,72.55,72.42,72.68,2310,2308,2312,13022,2722293,748260,6589141,
CA,2021-01-29,7632,7618,7646,89.11,88.64,89.58,8565,8550,8580,39578,38471458,3205947,41677405,
CO,2021-01-29,826,780,872,62.2,49.62,74.77,1328,1253,1403,5594,2011742,393421,5393734,
CT,2021-01-29,650,650,650,61.96,61.96,61.96,1049,1049,1049,7046,5458269,250023,5708292,
DC,2021-01-29,269,260,278,82.77,74.91,90.63,325,316,334,907,1042592,36414,1079006,
DE,2021-01-29,176,176,176,91.19,91.19,91.19,193,193,193,1078,504085,76935,1211530,
FL,2021-01-29,5561,5541,5580,86.14,85.26,87.01,6456,6435,6476,26685,8359229,1667442,18819999,
GA,2021-01-29,2589,2587,2591,91.68,91.5,91.86,2824,2822,2826,13986,5636551,741991,6378542,
HI,2021-01-29,154,154,154,69.37,69.37,69.37,222,222,222,407,947113,26321,973434,
IA,2021-01-29,482,482,482,72.48,72.48,72.48,665,665,665,4577,980588,266280,1246868,
ID,2021-01-29,213,210,216,71.24,68.2,74.27,299,295,303,1721,467954,161720,599636,
IL,2021-01-29,2229,2203,2255,63.76,60.95,66.57,3496,3450,3542,21146,14724091,1120528,15844619,
IN,2021-01-29,1478,1475,1480,68.12,67.69,68.55,2169,2165,2173,9925,2317608,622625,6929205,
KS,2021-01-29,629,624,634,77.75,75.41,80.09,809,801,817,3779,894038,274685,1168723,
KY,2021-01-29,1194,1192,1196,67.8,67.8,67.8,1761,1761,1761,3668,3218939,358478,3577417,
LA,2021-01-29,1415,1415,1415,77.2,77.2,77.2,1833,1833,1833,8801,4566776,397276,4964052,
MA,2021-01-29,1168,1168,1168,78.65,78.65,78.65,1485,1485,1485,14444,4063855,517252,13395638,
MD,2021-01-29,1022,1011,1033,76.44,73.79,79.09,1337,1323,1351,7076,2821179,350629,6918308,
ME,2021-01-29,250,243,256,74.26,68.31,80.2,336,329,343,570,1337273,38813,1376086,
MI,2021-01-29,1942,1942,1942,75.39,75.39,75.39,2576,2576,2576,15410,8715100,608627,9323727,
MN,2021-01-29,640,640,641,71.89,71.7,72.07,891,891,891,6168,2803986,459747,6181070,
MO,2021-01-29,1380,1378,1382,79.49,79.11,79.88,1736,1734,1738,6739,1768095,456530,4128988,
